,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.026415168560582555,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1546825398987196,0
node_2,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580146,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.14796210032909518,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.16718685593317975,0
node_5,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580146,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.3440864636869042,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.15216020103467295,0
node_8,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580146,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580146,0
