,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.03856251378844061,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05666903332850129,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15572168822838237,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05666903332850129,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.1956136933660669,0.5
node_5,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1321637414223659,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.10559562325957478,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05666903332850129,0.5
node_8,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1456666066211645,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.05666903332850129,0.0
